,id,address,city,lat_long,name,url,score,text_description
1525,1525,"
22 Boulevard de la Révolution, 13003 Marseille, France
",Marseille,"43.31449850,5.38436460",Fully equipped apartment balcony sleeps 7 wifi,https://www.booking.com/hotel/fr/fully-equipped-apartment-balcony-sleeps-7-wifi.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,5.0,"['Located in Marseille, 2.8 km from Joliette Metro Station, 1.7 km from Marseille Saint-Charles Train Station and 3 km from Les Terrasses du Port Shopping Centre, Fully equipped apartment balcony sleeps 7 wifi provides accommodation with a balcony and free WiFi. This apartment is 3.9 km from La Timone Metro Station and 4.5 km from Saint-Ferreol Street.', 'The apartment comes with 2 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a fridge, an oven, a washing machine, a dishwasher and a microwave. Towels and bed linen are provided in the apartment.', 'Vieux Port Metro station is 3.3 km from the apartment, while Museum of European and Mediterranean Civilisations is 3.7 km away. The nearest airport is Marseille Provence Airport, 22 km from Fully equipped apartment balcony sleeps 7 wifi. ']"
1526,1526,"
69 Boulevard André Aune, Castellane et Préfecture, 13006 Marseille, France
",Marseille,"43.28679170,5.37096010",Superbe appartement au pied de La Bonne Mère,https://www.booking.com/hotel/fr/superbe-appartement-au-pied-de-la-bonne-mere.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=56&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,,"['Situated 2.3 km from Prophete, 2.3 km from Fausse Monnaie and 1.1 km from Saint-Ferreol Street, Superbe appartement au pied de La Bonne Mère features accommodation located in Marseille. The accommodation is 2.1 km from the Plage des Catalans and has free WiFi throughout the property.', 'The apartment includes 1 bedroom, 1 bathroom with a hairdryer, a living room and a kitchen with a fridge. Towels and bed linen are available in the apartment.', 'Popular points of interest near Superbe appartement au pied de La Bonne Mère include Vieux Port Metro station, Notre-Dame de la Garde Basilica and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 23 km from the accommodation. ']"
1527,1527,"
2 Rue de la Calanque, 13008 Marseille, France
",Marseille,"43.24740410,5.37447940",LES PIEDS DANS L'EAU VUE EXCEPTIONNELLE SUR LA MER,https://www.booking.com/hotel/fr/les-pieds-dans-l-eau-vue-exceptionnelle-sur-la-mer.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=55&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,Exceptional,"[""Situated in Marseille, 300 m from Plage de la Vieille Chapelle and 300 m from Plage de la Pointe Rouge, LES PIEDS DANS L'EAU VUE EXCEPTIONNELLE SUR LA MER features air-conditioned accommodation with a balcony and free WiFi. The property has sea views and is 600 m from Bonneveine and 3.5 km from Orange Velodrome Stadium."", 'This apartment features 2 bedrooms, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are available in the apartment.', ""Rond-Point du Prado Metro Station is 3.7 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 3.7 km from the property. The nearest airport is Marseille Provence Airport, 29 km from LES PIEDS DANS L'EAU VUE EXCEPTIONNELLE SUR LA MER. ""]"
1528,1528,"
1 Rue Saint-Dominique, 13001 Marseille, France
",Marseille,"43.30121948,5.38047946",Grand Appartement Gare St Charles,https://www.booking.com/hotel/fr/appartement-gare-st-charles.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=54&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,1.0,"['In the Saint-Charles district of Marseille, close to Vieux Port Metro station, Grand Appartement Gare St Charles features free WiFi and a washing machine. This apartment is 2.9 km from Plage des Catalans and 2 km from Museum of European and Mediterranean Civilisations.', 'The 2-bedroom apartment comes with a living room with a flat-screen TV, a fully equipped kitchen and 1 bathroom.', 'Popular points of interest near the apartment include Marseille Saint-Charles Train Station, Saint-Ferreol Street and Castellane Metro Station. The nearest airport is Marseille Provence Airport, 22 km from Grand Appartement Gare St Charles. ']"
1529,1529,"
21 Rue des Mauvestis, 13002 Marseille, France
",Marseille,"43.29982800,5.36887400",Le Perchoir - Terrasse & clim au coeur du Panier,https://www.booking.com/hotel/fr/le-perchoir-terrasse-clim-au-coeur-du-panier.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=53&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,8.3,"['Right in the centre of Marseille, situated within a short distance of Joliette Metro Station and Vieux Port Metro station, Le Perchoir - Terrasse & clim au coeur du Panier offers free WiFi, air conditioning and household amenities such as a fridge and coffee machine. This apartment features accommodation with a balcony.', 'This apartment has a terrace, a living room and a TV. The kitchen has a microwave, a stovetop and a toaster and there is bath or shower with free toiletries and a hairdryer.', 'Popular points of interest near the apartment include Les Terrasses du Port Shopping Centre, Museum of European and Mediterranean Civilisations and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 21 km from Le Perchoir - Terrasse & clim au coeur du Panier. ']"
1530,1530,"
89 Rue Belle de Mai, 13003 Marseille, France
",Marseille,"43.31205460,5.38328070",Le 101 - Studio avec mezzanine à 20 min à pied Gare St-Charles,https://www.booking.com/hotel/fr/le-101-studio-avec-mezzanine-a-20-min-a-pied-gare-st-charles.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=52&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,,"['Located in Marseille, 2 km from Joliette Metro Station and 1.5 km from Marseille Saint-Charles Train Station, Le 101 - Studio avec mezzanine à 20 min à pied Gare St-Charles provides accommodation with amenities such as free WiFi and a flat-screen TV. This apartment is 3.8 km from La Timone Metro Station and 3.9 km from Museum of European and Mediterranean Civilisations.', 'The air-conditioned apartment consists of 1 bedroom, a kitchen and 1 bathroom.', 'Les Terrasses du Port Shopping Centre is 3.1 km from the apartment, while Vieux Port Metro station is 3.4 km away. The nearest airport is Marseille Provence Airport, 22 km from Le 101 - Studio avec mezzanine à 20 min à pied Gare St-Charles. ']"
1531,1531,"
58 Rue de Crimée, 13003 Marseille, France
",Marseille,"43.30733630,5.38056770",Fully equipped apartment St Charles train station,https://www.booking.com/hotel/fr/fully-equipped-apartment-st-charles-train-station.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tYXJzZWlsbGVICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvP-wJ8GwAIB0gIkMzk4YTBiM2UtNjgzYi00MTM0LTg0M2MtYWU1MzM2N2Q0Mjgw2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=51&sr_order=popularity&srpvid=d09415395f5701f2&srepoch=1676689268&from=searchresults,7.5,"['Offering garden views, Fully equipped apartment St Charles train station is an accommodation located in Marseille, 800 m from Marseille Saint-Charles Train Station and 1.4 km from Joliette Metro Station. Private parking is available on site.', 'With free WiFi, this 1-bedroom apartment provides a cable flat-screen TV and a kitchen with a fridge and microwave. Towels and bed linen are featured in the apartment.', 'Les Terrasses du Port Shopping Centre is 1.6 km from the apartment, while Vieux Port Metro station is 1.8 km away. The nearest airport is Marseille Provence Airport, 21 km from Fully equipped apartment St Charles train station. ']"
1532,1532,"
3 Traverse Saint Pierre, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52312060,5.45741200",Grand T2 5min du centre historique D'Aix en Provence,https://www.booking.com/hotel/fr/grand-t2-5min-du-centre-historique-d-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,9.8,"[""Set in Aix-en-Provence in the Provence-Alpes-Côte d'Azur region, Grand T2 5min du centre historique D'Aix en Provence has a balcony. The air-conditioned accommodation is 34 km from Marseille Saint-Charles Train Station, and guests benefit from private parking available on site and free WiFi."", 'This apartment has 1 bedroom, a kitchen with a fridge and an oven, a flat-screen TV, a seating area and 1 bathroom fitted with a shower. Towels and bed linen are offered in the apartment.', ""Joliette Metro Station is 34 km from the apartment, while Les Terrasses du Port Shopping Centre is 35 km from the property. The nearest airport is Marseille Provence Airport, 30 km from Grand T2 5min du centre historique D'Aix en Provence. ""]"
1533,1533,"
52 avenue Philippe Solari résidence le bel air bat c, 13090 Aix-en-Provence, France
",Aix-en-Provence,"43.54146093,5.44277638",Proche du centre ville avec parking privé gratuit,https://www.booking.com/hotel/fr/proche-du-centre-ville-avec-parking-prive-gratuit.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,,"['Proche du centre ville avec parking privé gratuit in Aix-en-Provence provides accommodation with free WiFi, 32 km from Joliette Metro Station, 33 km from Les Terrasses du Port Shopping Centre and 33 km from Vieux Port Metro station. Situated 32 km from Marseille Saint-Charles Train Station, the property features a terrace and free private parking.', 'This air-conditioned apartment has 2 bedrooms, a flat-screen TV, and a kitchen with a fridge and an oven. Towels and bed linen are available in the apartment.', 'Museum of European and Mediterranean Civilisations is 33 km from the apartment, while Saint-Ferreol Street is 34 km from the property. The nearest airport is Marseille Provence Airport, 28 km from Proche du centre ville avec parking privé gratuit. ']"
1534,1534,"
3 Cours Mirabeau, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52662700,5.44626200",Furnished apartment with balcony in the center of Aix-en-Provence,https://www.booking.com/hotel/fr/furnished-apartment-with-terrace-in-the-center-of-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,5.3,"['Offering free WiFi, Furnished apartment with balcony in the center of Aix-en-Provence is situated in the centre of Aix-en-Provence within 30 km of Marseille Saint-Charles Train Station and 30 km from Joliette Metro Station. This apartment is 31 km from Les Terrasses du Port Shopping Centre and 32 km from Vieux Port Metro station.', 'The apartment features 2 bedrooms, 1 bathroom, bed linen, towels, a TV, a dining area, a fully equipped kitchen, and a balcony with city views.', 'Museum of European and Mediterranean Civilisations is 32 km from the apartment, while Saint-Ferreol Street is 32 km from the property. The nearest airport is Marseille Provence Airport, 26 km from Furnished apartment with balcony in the center of Aix-en-Provence. ']"
1535,1535,"
3 9b Rue Gontard, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52380859,5.44577092",LOFT ROTONDE*PARKING*WIFI*CLIM*SMART TV*RUE CALME,https://www.booking.com/hotel/fr/loft-rotonde-parking-wifi-clim-smart-tv-rue-calme.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,,"['LOFT ROTONDE*PARKING*WIFI*CLIM*SMART TV*RUE CALME is set in Aix-en-Provence, 31 km from Joliette Metro Station, 32 km from Les Terrasses du Port Shopping Centre, and 32 km from Vieux Port Metro station. The accommodation is 31 km from Marseille Saint-Charles Train Station, and guests benefit from private parking available on site and free WiFi.', 'This air-conditioned 1-bedroom apartment comes with a seating area, a flat-screen TV and a kitchen with a fridge. Towels and bed linen are featured in the apartment.', 'Museum of European and Mediterranean Civilisations is 32 km from the apartment, while Saint-Ferreol Street is 33 km away. The nearest airport is Marseille Provence Airport, 27 km from LOFT ROTONDE*PARKING*WIFI*CLIM*SMART TV*RUE CALME. ']"
1536,1536,"
6 Boulevard Aristide Briand, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.53273059,5.44673016",L'Aristide,https://www.booking.com/hotel/fr/aristide-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,8.7,"[""L'Aristide is located right in the heart of Aix-en-Provence, just 31 km from Joliette Metro Station and 32 km from Les Terrasses du Port Shopping Centre. It is situated 31 km from Marseille Saint-Charles Train Station and features free WiFi and free private parking."", 'The apartment features 2 bedrooms, a kitchen with fridge and dishwasher, and 1 bathroom with a shower, free toiletries and a washing machine. Towels and bed linen are available in the apartment.', ""Vieux Port Metro station is 32 km from the apartment, while Museum of European and Mediterranean Civilisations is 32 km from the property. The nearest airport is Marseille Provence Airport, 27 km from L'Aristide. ""]"
1537,1537,"
3 BIS AVENUE DES TAMARIS, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.53414065,5.44211736",T3 Pontier Parking,https://www.booking.com/hotel/fr/t3-pontier-parking-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,,"['Set 31 km from Marseille Saint-Charles Train Station, 31 km from Joliette Metro Station and 32 km from Les Terrasses du Port Shopping Centre, T3 Pontier Parking offers accommodation situated in Aix-en-Provence. This property offers access to a balcony, free private parking and free WiFi.', 'This air-conditioned apartment comes with 2 bedrooms, a flat-screen TV, a dining area, a kitchen with a fridge, and a living room.', 'Vieux Port Metro station is 32 km from the apartment, while Museum of European and Mediterranean Civilisations is 33 km away. The nearest airport is Marseille Provence Airport, 27 km from T3 Pontier Parking. ']"
1538,1538,"
19 Rue Manuel, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52851490,5.45257060","Studio ensoleillé, typique centre historique, wifi",https://www.booking.com/hotel/fr/studio-ensoleille-typique-centre-historique-wifi.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,8.7,"[""You're eligible for a Genius discount at Studio ensoleillé, typique centre historique, wifi! To save at this property, all you have to do is "", '.', 'Offering free WiFi, Studio ensoleillé, typique centre historique, wifi is located in the centre of Aix-en-Provence within 32 km of Marseille Saint-Charles Train Station and 32 km from Joliette Metro Station. This apartment is 33 km from Museum of European and Mediterranean Civilisations and 33 km from Saint-Ferreol Street.', 'The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and free toiletries. Towels and bed linen are provided in the apartment.', 'Les Terrasses du Port Shopping Centre is 33 km from the apartment, while Vieux Port Metro station is 33 km away. The nearest airport is Marseille Provence Airport, 28 km from Studio ensoleillé, typique centre historique, wifi. ']"
1539,1539,"
4 Rue Matheron, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.53007890,5.44949210",Triplex apartment with furnished rooftop terrace in the heart of the city,https://www.booking.com/hotel/fr/triplex-apartment-with-furnished-rooftop-terrace-in-the-heart-of-the-city.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,8.9,"['Situated in the centre of Aix-en-Provence, 32 km from Marseille Saint-Charles Train Station and 32 km from Joliette Metro Station, Triplex apartment with furnished rooftop terrace in the heart of the city offers free WiFi. This apartment is 33 km from Museum of European and Mediterranean Civilisations and 33 km from Saint-Ferreol Street.', 'The apartment with a terrace and city views has 1 bedroom, a living room, a TV, an equipped kitchen with a fridge and an oven, and 1 bathroom with a shower. Towels and bed linen are offered in the apartment.', 'Speaking English and French at the 24-hour front desk, staff are always on hand to help.', 'Les Terrasses du Port Shopping Centre is 33 km from the apartment, while Vieux Port Metro station is 33 km from the property. The nearest airport is Marseille Provence Airport, 27 km from Triplex apartment with furnished rooftop terrace in the heart of the city. ']"
1540,1540,"
2ème étage 24 rue bédarrides, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52811090,5.44740086",Appartement coeur historique Aix,https://www.booking.com/hotel/fr/appartement-coeur-historique-aix.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,8.4,"[""You're eligible for a Genius discount at Appartement coeur historique Aix! To save at this property, all you have to do is "", '.', 'Attractively set right in the heart of Aix-en-Provence, Appartement coeur historique Aix offers city views and a restaurant, as well as a bar. Free WiFi is available in this apartment, situated 30 km from Marseille Saint-Charles Train Station and 30 km from Joliette Metro Station.', 'The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and a hairdryer. Towels and bed linen are available in the apartment.', 'Hiking can be enjoyed nearby.', 'Les Terrasses du Port Shopping Centre is 31 km from the apartment, while Vieux Port Metro station is 32 km from the property. The nearest airport is Marseille Provence Airport, 26 km from Appartement coeur historique Aix. ']"
1541,1541,"
6 rue Matheron, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.53022955,5.44952855",L'Appart 6,https://www.booking.com/hotel/fr/appart-6.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,8.8,"[""You're eligible for a Genius discount at L'Appart 6! To save at this property, all you have to do is "", '.', 'Located in the historic centre of Aix-en-Provence, in an old mansion built in the 17th century, L’Appart 6 offers is a modern-style apartment with a flat-screen TV with cable channels and free Wi-Fi access.', 'The heated accommodation features parquet flooring and a fireplace. The bathroom on site includes a hairdryer and a bathtub.', 'The kitchen provides a Nespresso coffee machine, a toaster and a microwave. Restaurants and bars can be found within 50 m.', 'It is located 20 km from Sainte-Victoire Mountain and 40 km from the beach. Aix-en-Provence Train Station is 15 km away ']"
1542,1542,"
1 Boulevard de la Grande Thumine, 13090 Aix-en-Provence, France
",Aix-en-Provence,"43.52167451,5.41499452",Bel appartement spacieux,https://www.booking.com/hotel/fr/bel-appartement-spacieux-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,10,"['Featuring garden views, Bel appartement spacieux features accommodation with a terrace and a balcony, around 30 km from Joliette Metro Station. Set 30 km from Marseille Saint-Charles Train Station, the property offers a garden and free private parking.', 'The homestay comes with a flat-screen TV. Towels and bed linen are featured in the homestay.', 'Les Terrasses du Port Shopping Centre is 31 km from the homestay, while Vieux Port Metro station is 31 km away. The nearest airport is Marseille Provence Airport, 26 km from Bel appartement spacieux. ']"
1543,1543,"
3 Rue Clos Cangina, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52033440,5.45069550",JOURDAN,https://www.booking.com/hotel/fr/jourdan-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,,"['Located in Aix-en-Provence, 32 km from Marseille Saint-Charles Train Station and 32 km from Joliette Metro Station, JOURDAN provides accommodation with amenities such as free WiFi and a flat-screen TV. Housed in a building dating from 1968, this apartment is 33 km from Les Terrasses du Port Shopping Centre and 33 km from Vieux Port Metro station.', 'The apartment is composed of 1 separate bedroom, a fully equipped kitchen, and 1 bathroom.', 'Museum of European and Mediterranean Civilisations is 33 km from the apartment, while Saint-Ferreol Street is 34 km away. The nearest airport is Marseille Provence Airport, 28 km from JOURDAN. ']"
1544,1544,"
150 Avenue Guiseppe Verdi, 13100 Aix-en-Provence, France
",Aix-en-Provence,"43.52663445,5.44287801",Allées Provençales,https://www.booking.com/hotel/fr/mirabeau-aix-en-provence.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCFnNlYXJjaF9haXggZW4gcHJvdmVuY2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AvD-wJ8GwAIB0gIkZDQxOTgwMGYtZDU0ZS00NmZkLWE4ZmMtMDI4M2U4NjVlYmYy2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=28d515385f33005e&srepoch=1676689265&from=searchresults,9.7,"[""You're eligible for a Genius discount at Allées Provençales! To save at this property, all you have to do is "", '.', 'Boasting a shared lounge, a terrace, and a casino, Allées Provençales features accommodation in Aix-en-Provence with free WiFi and garden views. Private parking is available on site.', 'The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a shower and a hairdryer. Towels and bed linen are offered in the apartment.', 'Marseille Saint-Charles Train Station is 30 km from the apartment, while Joliette Metro Station is 30 km from the property. The nearest airport is Marseille Provence Airport, 26 km from Allées Provençales. ']"
