,id,address,city,lat_long,name,url,score,text_description
435,435,"
50 route de Saint Martial, 82000 Montauban, France
",Montauban,"44.00649224,1.38643178",ibis budget Montauban Les Chaumes,https://www.booking.com/hotel/fr/ibis-budget-montauban-les-chaumes.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCEHNlYXJjaF9tb250YXViYW5ICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4ApTuwJ8GwAIB0gIkMTdlNGJlYmQtY2U5OC00ZDBjLTg0ZjEtOWVjMjBiYzY5ZTIz2AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=2e40110a24ad01b8&srepoch=1676687125&from_sustainable_property_sr=1&from=searchresults,7.6,"['ibis budget Montauban Les Chaumes is 4 km from the centre of Montauban and 270 m from the A20 motorway. It offers free Wi-Fi access and soundproofed rooms with a flat-screen TV and satellite channels.', 'All rooms feature a desk, air conditioning and a wardrobe. The private bathroom includes a shower and free toiletries. Some rooms are suitable for guests with reduced mobility.', 'A buffet breakfast can be enjoyed every morning at ibis budget Montauban Les Chaumes. There is a restaurant on site and a grocery store can be found 50 m away.', 'This property is 2 km from Montauban Train Station and 10 km from Aiguillons Golf Course. Free private parking is available on site. ']"
436,436,"
33 rue Gambetta, 31000 Toulouse, France
",Toulouse,"43.60358660,1.44212870",Superb apartment in the center of Toulouse - Welkeys,https://www.booking.com/hotel/fr/superb-apartment-in-the-center-of-toulouse-welkeys.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgJWANoTYgBAZgBCbgBCsgBBdgBA-gBAfgBA4gCAZgCAqgCA7gClu7AnwbAAgHSAiQ4OTdlMDIxNi04MTU0LTQzZmEtYWQ4YS03MzNhMDU1NThlZmLYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=54a1110b88730051&srepoch=1676687127&from=searchresults,6.0,"['Located 3.2 km from Zénith de Toulouse and 3.3 km from Toulouse Stadium, Superb apartment in the center of Toulouse - Welkeys offers accommodation in a central area of Toulouse. This apartment is 6.2 km from Amphitheatre Purpan-Ancely and 13 km from Diagora Convention Centre.', 'The apartment features 2 bedrooms, a TV with satellite channels, an equipped kitchen with a fridge and a dishwasher, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment.', ""Popular points of interest near the apartment include Le Pont Neuf, Esquirol Metro Station and Jeanne d'Arc Metro Station. The nearest airport is Toulouse-Blagnac Airport, 8 km from Superb apartment in the center of Toulouse - Welkeys. ""]"
437,437,"
11 Impasse Gaston Planté, 31200 Toulouse, France
",Toulouse,"43.63466068,1.44012039",Superbe T3 de 85 mètres Carrés,https://www.booking.com/hotel/fr/superbe-t3-de-85-metres-carres.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgJWANoTYgBAZgBCbgBCsgBBdgBA-gBAfgBA4gCAZgCAqgCA7gCme7AnwbAAgHSAiRkM2Y3Nzg4Ni1lYmMyLTRhNmQtOTUwNi1lZGYxYTZmNjI1M2XYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=6c28110ca131004c&srepoch=1676687130&from=searchresults,9.0,"['Offering free WiFi and garden views, Superbe T3 de 85 mètres Carrés is an accommodation set in Toulouse. Located 6 km from Amphitheatre Purpan-Ancely, the property provides a seasonal outdoor swimming pool and free private parking.', 'The apartment with a balcony and pool views features 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a fridge and an oven, and 1 bathroom with a bath. Towels and bed linen are featured in the apartment.', 'Guests at the apartment can enjoy a continental breakfast.', 'Zénith de Toulouse is 8.2 km from Superbe T3 de 85 mètres Carrés, while Toulouse Stadium is 8.3 km away. The nearest airport is Toulouse-Blagnac Airport, 6 km from the accommodation. ']"
438,438,"
28 Rue Joly, 31400 Toulouse, France
",Toulouse,"43.59179160,1.44945080",T2 Louise - Jardin des plantes - Metro - Tramway,https://www.booking.com/hotel/fr/t2-louise-jardin-des-plantes-metro-tramway.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgJWANoTYgBAZgBCbgBCsgBBdgBA-gBAfgBA4gCAZgCAqgCA7gCnO7AnwbAAgHSAiQyYTJlYjM2MC0wMTExLTRiZWItYjMyYi0xMTNjNTFiZmQ0NzbYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=ac0f110deaf400d1&srepoch=1676687133&from=searchresults,,"['Situated 4.4 km from Zénith de Toulouse, 7.4 km from Amphitheatre Purpan-Ancely and 10 km from Diagora Convention Centre, T2 Louise - Jardin des plantes - Metro - Tramway features accommodation set in Toulouse. The accommodation is 2.6 km from the Toulouse Stadium and has free WiFi throughout the property.', 'The apartment features 1 bedroom, a flat-screen TV and a fully equipped kitchen that provides guests with a fridge, an oven, a washing machine, a dishwasher and a microwave. Towels and bed linen are available in the apartment.', 'Popular points of interest near the apartment include Carmes Metro Station, Jardin Royal and Esquirol Metro Station. The nearest airport is Toulouse-Blagnac Airport, 9 km from T2 Louise - Jardin des plantes - Metro - Tramway. ']"
439,439,"
7 avenue Docteur Gomma, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71931940,1.84063385",7 avenue Docteur Gomma,https://www.booking.com/hotel/fr/7-avenue-docteur-gomma.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4Ap7uwJ8GwAIB0gIkOGFmZjIzZWUtZDZkOS00OTI1LTlmYTQtYTk5MTY0MmNkMDA42AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=a54c110f5ef20174&srepoch=1676687135&from_sustainable_property_sr=1&from=searchresults,8.6,"['Offering mountain views, 7 avenue Docteur Gomma is an accommodation located in Ax-les-Thermes, 48 km from Meritxell sanctuary and 24 km from Talc Career of Trimouns. Featuring free private parking, the apartment is in an area where guests can engage in activities such as hiking, skiing and fishing.', 'The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a fridge and a coffee machine, and 1 bathroom with a bath and a hairdryer. For added convenience, the property can provide towels and bed linen for an extra charge.', 'Ski storage space is available on site.', ""Grotte de Lombrives is 25 km from the apartment, while Fountain Fontestorbes is 45 km away. The nearest airport is Andorra–La Seu d'Urgell Airport, 80 km from 7 avenue Docteur Gomma. ""]"
440,440,"
5 Rue Miegevielle, 09350 Sabarat, France
",Sabarat,"43.09932080,1.38786500",A la petite maison de village,https://www.booking.com/hotel/fr/a-la-petite-maison-de-village.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqDuwJ8GwAIB0gIkYmMxMDM2YWMtMGVlNS00ZTgwLWIxNzItMWJmYjE3MjZkYmQ02AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=bd9a1110590c004b&srepoch=1676687137&from=searchresults,8.8,"['A la petite maison de village is located in Sabarat, 31 km from Col de la Crouzette, 23 km from Underground River of Labouiche, as well as 26 km from Ariege Golf Club. This holiday home is 42 km from Buffalo Farm and 46 km from Bedeilhac Cave.', 'The holiday home features 2 bedrooms, a flat-screen TV, an equipped kitchen with a fridge and an oven, a washing machine, and 1 bathroom with a bath or shower. Towels and bed linen are provided in the holiday home.', 'A terrace is available on site and both hiking and skiing can be enjoyed within close proximity of the holiday home.', 'Foix Castle is 28 km from A la petite maison de village, while Chruch of Saint Lizier is 29 km away. The nearest airport is Toulouse-Blagnac Airport, 74 km from the accommodation. ']"
441,441,"
14 Cours Irénée Cros, 09000 Foix, France
",Foix,"42.96823311,1.60834712",LE CITY Studio - Aux 4 Logis - Petit déjeuner inclus 1ère nuit,https://www.booking.com/hotel/fr/studio-le-city-aux-4-logis.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from_sustainable_property_sr=1&from=searchresults,8.4,"[""You're eligible for a Genius discount at LE CITY Studio - Aux 4 Logis - Petit déjeuner inclus 1ère nuit! To save at this property, all you have to do is "", '.', 'Offering free WiFi and city views, LE CITY Studio - Aux 4 Logis - Petit déjeuner inclus 1ère nuit provides accommodation located in Foix, just 600 m from Foix Castle. The apartment is in an area where guests can engage in activities such as hiking, skiing and cycling.', 'The apartment features 1 bedroom, a flat-screen TV with cable channels, an equipped kitchen with a fridge and a microwave, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment.', 'Col de la Crouzette is 34 km from the apartment, while Underground River of Labouiche is 6.5 km away. The nearest airport is Carcassonne Airport, 75 km from LE CITY Studio - Aux 4 Logis - Petit déjeuner inclus 1ère nuit. ']"
442,442,"
Cabre, 09220 Vicdessos, France
",Vicdessos,"42.77619129,1.51405871",Gite la Fargue de Cabre,https://www.booking.com/hotel/fr/gite-la-fargue-de-cabre.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from_sustainable_property_sr=1&from=searchresults,9.3,"[""You're eligible for a Genius discount at Gite la Fargue de Cabre! To save at this property, all you have to do is "", '.', 'Featuring a hot tub, Gite la Fargue de Cabre is located in Vicdessos. This holiday home provides free private parking and a shared kitchen.', 'The holiday home is equipped with 4 bedrooms, 1 bathroom, bed linen, towels, a flat-screen TV, a dining area, a fully equipped kitchen, and a terrace with mountain views. For added convenience, the property can provide towels and bed linen for an extra charge.', 'The holiday home offers a barbecue. After a day of hiking, skiing or fishing, guests can relax in the garden or in the shared lounge area.', 'Col de la Crouzette is 42 km from Gite la Fargue de Cabre, while Niaux Cave is 10 km away. The nearest airport is Carcassonne Airport, 104 km from the accommodation. ']"
443,443,"
Bâtiment Le Valier Guzet-Ski, 09140 Ustou, France
",Ustou,"42.77874437,1.30049353","Appartement 4 personnes aux pieds des pistes, Ariège",https://www.booking.com/hotel/fr/appartement-4-personnes-aux-pieds-des-pistes-ariege.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,7.7,"['Set 47 km from Col de la Crouzette, Appartement 4 personnes aux pieds des pistes, Ariège offers accommodation in Ustou with access to a sauna. This property offers a private pool and free private parking.', 'The apartment has 1 bedroom, a flat-screen TV, an equipped kitchen with a fridge and a dishwasher, a washing machine, and 1 bathroom with a bath.', 'Guests can swim in the indoor pool, or go fishing.', 'Chruch of Saint Lizier is 42 km from the apartment. The nearest airport is Toulouse-Blagnac Airport, 139 km from Appartement 4 personnes aux pieds des pistes, Ariège. ']"
444,444,"
4 Av Turrel, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71837398,1.83945894",Hôtel Le Chalet,https://www.booking.com/hotel/fr/le-chalet-ax-les-thermes.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,8.3,"['Le Chalet is located in close proximity to the centre of Ax-les-Thermes, facing the Pyrenees. It offers a hot tub with jacuzzi and rooms with internet access.', 'The hotel’s restaurant has river views and serves regional, gastronomic cuisine. Guests can also enjoy the garden and the terrace.', 'The rooms all have a private bathroom, free wired internet, a desk and a TV. Some rooms have a balcony or a terrace.', 'Le Chalet has easy access to the skiing station, the Casino and Andorra. ']"
445,445,"
Residence domairésidence de la vallée, chemin de l'aouredou, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71449641,1.83950722",Les Reflets d'Ax,https://www.booking.com/hotel/fr/arnaud-serge.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,8.3,"[""Featuring free WiFi throughout the property, Les reflets d'Ax is situated in Ax-les-Thermes, 500 m from the thermal baths and Ax-3-Domaines cable car. Ax-Bonascre is 2.6 km away. Free private parking is available on site."", 'The accommodation is equipped with a seating area. Some units include a dining area and/or balcony. There is also a kitchen, fitted with a dishwasher and oven. A microwave, a toaster and fridge are also featured, as well as a coffee machine. Every unit comes with a private bathroom with a bath and a hairdryer. Please note that bed linen and towels are not provided. Guests can bring their own or rent them at the property with extra charges.', ""Les reflets d'Ax also includes an outdoor pool."", ""You can play tennis at the property, and the area is popular for skiing. A selection of activities are offered in the area, such as horse riding and cycling. Ax Thermal Baths is 500 m from Les reflets d'Ax, while Ax Bonsacre Le Saquet Ski School is 2.5 km from the property. The nearest airport is Carcassonne Airport, 67 km from the property. ""]"
446,446,"
Camp De Granou, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71920163,1.83702350",Résidence Néméa Les Grands Ax,https://www.booking.com/hotel/fr/nemea-les-grands-ax.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,7.3,"['This residence is located in the centre of Ax-les-Thermes in Ariege, at the foot of the ski lift to Bonascre ski resort. It offers an indoor swimming pool, sauna and gym.', 'Each apartment and studio in the Nemea Les Grands Ax has a living room with sofa beds, a dining area and a fully equipped kitchenette. A TV can be rented at an extra cost.', 'Nemea Les Grands Ax offers free WiFi in the public areas and free public parking, and a ski locker.', 'Guests can explore the region by snow shoeing during the winter and discover the unique flora and fauna in the National Wildlife Reserve during the summer.', 'Also situated in the surrounding area around Nemea Les Grands Ax, is the Mountain Observatory, Lordat Castle and a Wolf Sanctuary. ']"
447,447,"
1, Avenue Delcassé, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.72074655,1.83874547",Logis Hôtel L'Auzeraie,https://www.booking.com/hotel/fr/logis-l-auzeraie.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,7.6,"['This hotel is located in Ax-les-Thermes, in the heart of the Pyrenees and a 20-minute drive from Andorra. It offers free Wi-Fi and a restaurant.', ""Each room at the Logis Hotel L'auzeraie is equipped with satellite TV and has a private bathroom. All rooms are serviced by a lift."", 'Guests can enjoy traditional cuisine at the hotel’s restaurant, which can be enjoyed in the dining room or on the outdoor terrace. A buffet breakfast is also served every morning.', ""Additional facilities at the Logis Hotel L'auzeraie include a bar and a lounge area. ""]"
448,448,"
Camp de Granou, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71865184,1.83661580",Résidence Pierre & Vacances Les Trois Domaines,https://www.booking.com/hotel/fr/pierre-vacances-les-trois-domaines.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,8.2,"[""Located in the heart of the spa town Ax-les-Thermes, close to Andorra, Résidence Pierre & Vacances Les Trois Domaines is composed of 2 buildings combining local materials, built in perfect harmony with the natural surroundings. You will have free access to the property's heated, seasonal outdoor swimming pool."", 'Résidence Pierre & Vacances Les Trois Domaines provides spacious and comfortable apartments, equipped with a balcony or loggia and modern en suite facilities including a fully equipped kitchen area. The apartments can accommodate up to 6 guests.', 'The room rates include the end of stay cleaning (kitchen area and cutlery excluded), and the phones are available at an additional cost. Some apartments also feature facilities for guests with reduced mobility.', 'Upon prior reservation and depending on the date of the stay, guests can benefit from reduced rates for ski passes and equipment rental.', 'It enjoys a privileged location in the resort centre where you can enjoy numerous activities, close to the ski-lift. Many services and activities are offered on-site (fee required) including a lounge. ']"
449,449,"
Route Nationale 20, 09250 Luzenac, France
",Luzenac,"42.76020383,1.76470846",Hôtel de la Paix,https://www.booking.com/hotel/fr/de-la-paix-luzenac.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,8.1,"['Just 7 km from the ski slopes, 800 m from Luzenac Train Station, Hôtel de la Paix has a bar, free Wi-Fi, free parking and rooms with a private bathroom.', 'In the morning, a continental breakfast is served, including pastries, bread and jam. There is a traditional restaurant 800 m away.', 'Some double rooms are equipped with a shower and private toilets, while the other rooms have shared bathroom and toilet.', 'Prehistoric caves can be found 15 km from the hotel and the A66 highway is 17 km away. There are walking and cycling paths around the property. ']"
450,450,"
Lot L Aveilla, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.72933512,1.84030656",CHALET la VEILLA,https://www.booking.com/hotel/fr/appartement-t2-independant-dans-chalet.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,9.6,"[""You're eligible for a Genius discount at CHALET la VEILLA! To save at this property, all you have to do is "", '.', 'CHALET la VEILLA, a property with a garden and barbecue facilities, is situated in Ax-les-Thermes, 30 km from Talc Career of Trimouns, 31 km from Grotte de Lombrives, as well as 41 km from Fountain Fontestorbes. Boasting free private parking, the apartment is in an area where guests can engage in activities such as hiking and skiing.', 'The apartment has 1 bedroom, 1 bathroom, bed linen, towels, a flat-screen TV with satellite channels, a dining area, a fully equipped kitchen, and a terrace with mountain views.', 'Ski storage space is available on site.', ""The nearest airport is Andorra–La Seu d'Urgell Airport, 86 km from the apartment. ""]"
451,451,"
25 Quartier la Bexane, 09310 Les Cabannes, France
",Cabannes,"42.78555710,1.68166541",Les gîtes de Beille,https://www.booking.com/hotel/fr/les-gites-de-beille.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from_sustainable_property_sr=1&from=searchresults,8.1,"[""You're eligible for a Genius discount at Les gîtes de Beille! To save at this property, all you have to do is "", '.', 'Located in Les Cabannes in the Midi-Pyrénées region and Col de la Crouzette reachable within 45 km, Les gîtes de Beille provides accommodation with free WiFi, BBQ facilities, a garden and free private parking.', 'All units come with a terrace with mountain views, a kitchenette with a fridge and a microwave, and a private bathroom with shower. For added convenience, the property can provide towels and bed linen for an extra charge.', 'Guests at the apartment can enjoy mini-golf on site, or hiking in the surroundings.', ""Grotte de Lombrives is 8.2 km from Les gîtes de Beille, while Niaux Cave is 14 km away. The nearest airport is Andorra–La Seu d'Urgell Airport, 96 km from the accommodation. ""]"
452,452,"
Z.A. Nord, 09000 Foix, France
",Foix,"43.00523950,1.61475956",Brit Hotel Confort Foix,https://www.booking.com/hotel/fr/hotel-balladins-foix-confort.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from_sustainable_property_sr=1&from=searchresults,7.9,"[""You're eligible for a Genius discount at Brit Hotel Confort Foix! To save at this property, all you have to do is "", '.', 'Brit Hotel Confort Foix is ideally located at the foot of the Pyrénées Mountains and offers well-equipped rooms designed for ultimate comfort with en suite facilities and free WiFi access.', 'The hotel is perfectly located for exploring the Ariège region and makes a peaceful stopover for guests travelling around the Midi-Pyrénées region.', 'On week days, evening meals are available.', 'Guests at Brit Hotel Confort Foix benefit from free private parking. The hotel is located 30 km from the ski resorts and 70 km from Andorra.', ""The reception is closed between 12 o'clock till 4 P.M."", 'The friendly and attentive staff at the Brit Hotel Confort Foix will be happy to help you organise your stay. ']"
453,453,"
19 Avenue Docteur François Gomma, 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71849416,1.84044457",Poles Apart,https://www.booking.com/hotel/fr/poles-apart.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from=searchresults,9.3,"[""You're eligible for a Genius discount at Poles Apart! To save at this property, all you have to do is "", '.', 'Set 400 m from Ax-Bonascre gondola ski lift in Ax-les-Thermes, this apartment features a balcony. Poles Apart offers views of the mountain and is 200 m from Ax Thermal Baths.', 'The kitchen is equipped with a dishwasher, an oven and a microwave, as well as a coffee machine. Towels and bed linen are available at Poles Apart.', 'Ax-Bonascre Ski Lift is 400 m from Poles Apart, while Ax Bonsacre Le Saquet Ski School is 2.8 km from the property. Guests can enjoy various activities in the surroundings, including skiing, cycling and fishing. The nearest airport is Carcassonne Airport, 107 km from the property. ']"
454,454,"
RN20 (Sortie d'Ax), 09110 Ax-les-Thermes, France
",Ax-les-Thermes,"42.71456073,1.83908880",Domaine de la Vallée d'Ax,https://www.booking.com/hotel/fr/mvm-le-domaine-de-la-vallee-d-ax.en-gb.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hcmllZ2VICVgDaE2IAQGYAQm4AQrIAQXYAQPoAQH4AQOIAgGYAgKoAgO4AqPuwJ8GwAIB0gIkZDQ3YjlmYmMtM2Y4OC00MDZjLWIzMGYtYzIzNmJiYTlhZTI12AIE4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=acbd1111ea290039&srepoch=1676687140&from_sustainable_property_sr=1&from=searchresults,8.1,"[""You're eligible for a Genius discount at Domaine de la Vallée d'Ax! To save at this property, all you have to do is "", '.', ""Located in Ax-les-Thermes, residence Domaine de la Vallée d'Ax is a tourist residence just 20 km from Andorra. It offers modern studios and apartments, and free on-site parking. There is also free WiFi throughout."", 'A flat-screen TV and DVD player feature in all of the accommodations. Each one has a private bathroom and a chalet-style décor with wooden furnishings. Most units also feature a balcony with a mountain view.', 'A coffee maker, fridge and microwave with grill are included in the kitchenettes. A continental breakfast is served every morning in the breakfast room at this residence.', 'A seasonal outdoor pool with mountain views feature among the additional on-site facilities. During school holidays, a free shuttle to the ski slopes is available.', 'The ski slopes are just a 10-minute walk away, and the residence is accessible via the N20 motorway. Restaurants and shops are also 800 m away. ']"
